,x,x_labels
48078,male,1
48079,male,1
48080,male,1
48081,female,0
48082,female,0
48083,female,0
48084,female,0
48085,male,1
48086,male,1
48087,female,0
48088,male,1
48089,male,1
48090,male,1
48091,male,1
48092,female,0
48093,female,0
48094,female,0
48095,female,0
48096,female,0
48097,female,0
48098,male,1
48099,male,1
48100,female,0
48101,male,1
48102,male,1
48103,female,0
48104,female,0
48105,male,1
48106,female,0
48107,male,1
48108,male,1
48109,female,0
48110,female,0
48111,male,1
48112,male,1
48113,male,1
48114,male,1
48115,female,0
48116,female,0
48117,male,1
48118,male,1
48119,male,1
48120,male,1
48121,male,1
48122,female,0
48123,male,1
48124,male,1
48125,female,0
48126,female,0
48127,male,1
48128,male,1
48129,female,0
48130,female,0
48131,female,0
48132,female,0
48133,male,1
48134,male,1
48135,female,0
48136,female,0
48137,female,0
48138,female,0
48139,male,1
48140,female,0
48141,female,0
48142,female,0
48143,male,1
48144,male,1
48145,female,0
48146,female,0
48147,male,1
48148,female,0
48149,male,1
48150,male,1
48151,male,1
48152,female,0
48153,female,0
48154,male,1
48155,male,1
48156,male,1
48157,male,1
48158,female,0
48159,female,0
48160,male,1
48161,female,0
48162,female,0
48163,female,0
48164,female,0
48165,female,0
48166,male,1
48167,female,0
48168,female,0
48169,female,0
48170,male,1
48171,female,0
48172,male,1
48173,female,0
48174,female,0
48175,female,0
48176,female,0
48177,female,0
48178,male,1
48179,female,0
48180,female,0
48181,female,0
48182,female,0
48183,female,0
48184,female,0
48185,female,0
48186,female,0
48187,female,0
48188,male,1
48189,female,0
48190,female,0
48191,female,0
48192,female,0
48193,female,0
48194,female,0
48195,female,0
48196,female,0
48197,female,0
48198,female,0
48199,female,0
48200,female,0
48201,male,1
48202,male,1
48203,male,1
48204,female,0
48205,female,0
48206,female,0
48207,female,0
48208,female,0
48209,male,1
48210,male,1
48211,female,0
48212,female,0
48213,male,1
48214,male,1
48215,female,0
48216,female,0
48217,female,0
48218,female,0
48219,male,1
48220,female,0
48221,female,0
48222,female,0
48223,male,1
48224,female,0
48225,female,0
48226,female,0
48227,female,0
48228,female,0
48229,female,0
48230,female,0
48231,male,1
48232,female,0
48233,female,0
48234,male,1
48235,male,1
48236,male,1
48237,male,1
48238,male,1
48239,male,1
48240,male,1
48241,male,1
48242,male,1
48243,male,1
48244,female,0
48245,male,1
48246,male,1
48247,male,1
48248,male,1
48249,male,1
48250,female,0
48251,female,0
48252,male,1
48253,male,1
48254,male,1
48255,male,1
48256,female,0
48257,female,0
48258,male,1
48259,male,1
48260,male,1
48261,male,1
48262,female,0
48263,male,1
48264,male,1
48265,male,1
48266,male,1
48267,female,0
48268,male,1
48269,male,1
48270,male,1
48271,male,1
48272,male,1
48273,male,1
48274,female,0
48275,female,0
48276,male,1
48277,male,1
48278,male,1
48279,female,0
48280,male,1
48281,male,1
48282,female,0
48283,male,1
48284,male,1
48285,male,1
48286,female,0
48287,female,0
48288,male,1
48289,male,1
48290,male,1
48291,male,1
48292,male,1
48293,male,1
48294,male,1
48295,male,1
48296,male,1
48297,male,1
48298,male,1
48299,male,1
48300,male,1
48301,male,1
48302,female,0
48303,female,0
48304,male,1
48305,male,1
48306,male,1
48307,female,0
48308,male,1
48309,female,0
48310,male,1
48311,male,1
48312,male,1
48313,male,1
48314,male,1
48315,male,1
48316,male,1
48317,male,1
48318,female,0
48319,male,1
48320,male,1
48321,female,0
48322,male,1
48323,male,1
48324,female,0
48325,female,0
48326,female,0
48327,female,0
48328,male,1
48329,male,1
48330,female,0
48331,male,1
48332,female,0
48333,male,1
48334,male,1
48335,male,1
48336,male,1
48337,male,1
48338,male,1
48339,male,1
48340,male,1
48341,male,1
48342,female,0
48343,female,0
48344,male,1
48345,male,1
48346,male,1
48347,male,1
48348,male,1
48349,male,1
48350,male,1
48351,female,0
48352,male,1
48353,male,1
48354,male,1
48355,female,0
48356,male,1
48357,male,1
48358,male,1
48359,male,1
48360,male,1
48361,male,1
48362,male,1
48363,male,1
48364,female,0
48365,male,1
48366,male,1
48367,male,1
48368,male,1
48369,male,1
48370,female,0
48371,male,1
48372,male,1
48373,male,1
48374,male,1
48375,male,1
48376,female,0
48377,male,1
48378,female,0
48379,male,1
48380,male,1
48381,female,0
48382,male,1
48383,female,0
48384,male,1
48385,male,1
48386,male,1
48387,female,0
48388,male,1
48389,female,0
48390,male,1
48391,male,1
48392,male,1
48393,male,1
48394,male,1
48395,male,1
48396,female,0
48397,female,0
48398,female,0
48399,female,0
48400,male,1
48401,male,1
48402,female,0
48403,female,0
48404,female,0
48405,female,0
48406,female,0
48407,male,1
48408,male,1
48409,male,1
48410,male,1
48411,female,0
48412,male,1
48413,female,0
48414,male,1
48415,male,1
48416,male,1
48417,male,1
48418,female,0
48419,male,1
48420,male,1
48421,male,1
48422,female,0
48423,male,1
48424,male,1
48425,male,1
48426,male,1
48427,male,1
48428,female,0
48429,female,0
48430,male,1
48431,female,0
48432,male,1
48433,male,1
48434,male,1
48435,male,1
48436,male,1
48437,male,1
48438,male,1
48439,male,1
48440,male,1
48441,female,0
48442,female,0
48443,female,0
48444,male,1
48445,female,0
48446,female,0
48447,male,1
48448,male,1
48449,female,0
48450,male,1
48451,male,1
48452,male,1
48453,male,1
48454,male,1
48455,male,1
48456,male,1
48457,male,1
48458,male,1
48459,female,0
48460,male,1
48461,male,1
48462,male,1
48463,male,1
48464,male,1
48465,male,1
48466,female,0
48467,male,1
48468,female,0
48469,male,1
48470,male,1
48471,male,1
48472,female,0
48473,male,1
48474,male,1
48475,female,0
48476,male,1
48477,male,1
48478,female,0
48479,female,0
48480,male,1
48481,male,1
48482,female,0
48483,male,1
48484,male,1
48485,female,0
48486,male,1
48487,male,1
48488,female,0
48489,male,1
48490,male,1
48491,male,1
48492,female,0
48493,male,1
48494,male,1
48495,male,1
48496,female,0
48497,female,0
48498,male,1
48499,female,0
48500,male,1
48501,male,1
48502,male,1
48503,male,1
48504,male,1
48505,male,1
48506,male,1
48507,female,0
48508,male,1
48509,female,0
48510,male,1
48511,male,1
48512,female,0
48513,male,1
48514,male,1
48515,male,1
48516,male,1
48517,male,1
48518,female,0
48519,female,0
48520,male,1
48521,male,1
48522,female,0
48523,male,1
48524,male,1
48525,male,1
48526,female,0
48527,male,1
48528,male,1
48529,male,1
48530,male,1
48531,male,1
48532,female,0
48533,female,0
48534,male,1
48535,female,0
48536,male,1
48537,male,1
48538,male,1
48539,male,1
48540,female,0
48541,male,1
48542,male,1
48543,male,1
48544,male,1
48545,male,1
48546,male,1
48547,male,1
48548,male,1
48549,male,1
48550,male,1
48551,female,0
48552,male,1
48553,male,1
48554,male,1
48555,male,1
48556,male,1
48557,female,0
48558,female,0
48559,male,1
48560,male,1
48561,male,1
48562,female,0
48563,male,1
48564,male,1
48565,male,1
48566,female,0
48567,male,1
48568,male,1
48569,male,1
48570,male,1
48571,male,1
48572,female,0
48573,male,1
48574,female,0
48575,male,1
48576,female,0
48577,male,1
48578,male,1
48579,male,1
48580,male,1
48581,male,1
48582,male,1
48583,male,1
48584,female,0
48585,female,0
48586,female,0
48587,male,1
48588,male,1
48589,male,1
48590,female,0
48591,male,1
48592,male,1
48593,male,1
48594,male,1
48595,male,1
48596,male,1
48597,female,0
48598,male,1
48599,male,1
48600,male,1
48601,male,1
48602,female,0
48603,female,0
48604,female,0
48605,female,0
48606,male,1
48607,female,0
48608,female,0
48609,male,1
48610,female,0
48611,male,1
48612,female,0
48613,male,1
48614,male,1
48615,male,1
48616,female,0
48617,female,0
48618,female,0
48619,male,1
48620,male,1
48621,male,1
48622,male,1
48623,male,1
48624,male,1
48625,female,0
48626,female,0
48627,male,1
48628,female,0
48629,female,0
48630,male,1
48631,female,0
48632,male,1
48633,male,1
48634,female,0
48635,male,1
48636,female,0
48637,male,1
48638,male,1
48639,male,1
48640,male,1
48641,male,1
48642,male,1
48643,female,0
48644,male,1
48645,female,0
48646,male,1
48647,male,1
48648,male,1
48649,female,0
48650,male,1
48651,male,1
48652,female,0
48653,male,1
48654,male,1
48655,male,1
48656,male,1
48657,male,1
48658,male,1
48659,male,1
48660,male,1
48661,female,0
48662,male,1
48663,female,0
48664,male,1
48665,male,1
48666,female,0
48667,male,1
48668,female,0
48669,male,1
48670,male,1
48671,female,0
48672,male,1
48673,male,1
48674,male,1
48675,male,1
48676,male,1
48677,male,1
48678,male,1
48679,female,0
48680,female,0
48681,female,0
48682,female,0
48683,male,1
48684,male,1
48685,male,1
48686,female,0
48687,male,1
48688,female,0
48689,male,1
48690,male,1
48691,male,1
48692,male,1
48693,female,0
48694,male,1
48695,male,1
48696,male,1
48697,male,1
48698,female,0
48699,male,1
48700,male,1
48701,female,0
48702,female,0
48703,male,1
48704,male,1
48705,male,1
48706,male,1
48707,male,1
48708,female,0
48709,male,1
48710,male,1
48711,female,0
48712,male,1
48713,female,0
48714,male,1
48715,male,1
48716,female,0
48717,male,1
48718,female,0
48719,male,1
48720,male,1
48721,male,1
48722,male,1
48723,male,1
48724,male,1
48725,male,1
48726,male,1
48727,male,1
48728,male,1
48729,female,0
48730,female,0
48731,male,1
48732,male,1
48733,male,1
48734,male,1
48735,male,1
48736,male,1
48737,male,1
48738,female,0
48739,female,0
48740,male,1
48741,male,1
48742,male,1
48743,male,1
48744,male,1
48745,male,1
48746,female,0
48747,male,1
48748,male,1
48749,female,0
48750,male,1
48751,male,1
48752,male,1
48753,male,1
48754,female,0
48755,male,1
48756,male,1
48757,female,0
48758,female,0
48759,female,0
48760,male,1
48761,male,1
48762,male,1
48763,female,0
48764,female,0
48765,male,1
48766,male,1
48767,male,1
48768,male,1
48769,male,1
48770,male,1
48771,male,1
48772,male,1
48773,female,0
48774,female,0
48775,male,1
48776,male,1
48777,male,1
48778,male,1
48779,male,1
48780,male,1
48781,male,1
48782,male,1
48783,male,1
48784,female,0
48785,male,1
48786,male,1
48787,female,0
48788,male,1
48789,female,0
48790,female,0
48791,male,1
48792,male,1
48793,male,1
48794,male,1
48795,female,0
48796,male,1
48797,male,1
48798,male,1
48799,male,1
48800,male,1
48801,male,1
48802,male,1
48803,female,0
48804,male,1
48805,female,0
48806,male,1
48807,male,1
48808,female,0
48809,male,1
48810,female,0
48811,female,0
48812,female,0
48813,male,1
48814,male,1
48815,female,0
48816,female,0
48817,female,0
48818,male,1
48819,male,1
48820,female,0
48821,male,1
48822,female,0
48823,female,0
48824,female,0
48825,male,1
48826,male,1
48827,male,1
48828,male,1
48829,male,1
48830,male,1
48831,female,0
48832,female,0
48833,male,1
48834,male,1
48835,female,0
48836,female,0
48837,male,1
48838,male,1
48839,male,1
48840,female,0
48841,male,1
48842,male,1
48843,female,0
48844,female,0
48845,male,1
48846,male,1
48847,female,0
48848,male,1
48849,male,1
48850,male,1
48851,male,1
48852,male,1
48853,female,0
48854,male,1
48855,male,1
48856,female,0
48857,female,0
48858,female,0
48859,female,0
48860,female,0
48861,female,0
48862,male,1
48863,male,1
48864,female,0
48865,female,0
48866,female,0
48867,male,1
48868,male,1
48869,female,0
48870,male,1
48871,female,0
48872,female,0
48873,male,1
48874,female,0
48875,male,1
48876,female,0
48877,male,1
48878,female,0
48879,male,1
48880,female,0
48881,female,0
48882,female,0
48883,male,1
48884,female,0
48885,male,1
48886,female,0
48887,male,1
48888,male,1
48889,male,1
48890,female,0
48891,male,1
48892,male,1
48893,male,1
48894,male,1
48895,female,0
48896,female,0
48897,male,1
48898,female,0
48899,male,1
48900,male,1
48901,male,1
48902,female,0
48903,male,1
48904,female,0
48905,male,1
48906,male,1
48907,male,1
48908,female,0
48909,male,1
48910,female,0
48911,female,0
48912,female,0
48913,female,0
48914,female,0
48915,male,1
48916,female,0
48917,male,1
48918,male,1
48919,male,1
48920,male,1
48921,male,1
48922,male,1
48923,male,1
48924,female,0
48925,male,1
48926,male,1
48927,female,0
48928,female,0
48929,female,0
48930,male,1
48931,male,1
48932,female,0
48933,male,1
48934,female,0
48935,male,1
48936,male,1
48937,male,1
48938,male,1
48939,male,1
48940,male,1
48941,male,1
48942,male,1
48943,male,1
48944,female,0
48945,female,0
48946,male,1
48947,male,1
48948,male,1
48949,male,1
48950,female,0
48951,male,1
48952,female,0
48953,female,0
48954,female,0
48955,male,1
48956,male,1
48957,female,0
48958,male,1
48959,female,0
48960,female,0
48961,male,1
48962,female,0
48963,male,1
48964,male,1
48965,female,0
48966,male,1
48967,female,0
48968,male,1
48969,female,0
48970,female,0
48971,male,1
48972,female,0
48973,female,0
48974,male,1
48975,female,0
48976,female,0
48977,male,1
48978,female,0
48979,male,1
48980,male,1
48981,male,1
48982,male,1
48983,female,0
48984,female,0
48985,female,0
48986,female,0
48987,female,0
48988,female,0
48989,male,1
48990,male,1
48991,female,0
48992,female,0
48993,male,1
48994,male,1
48995,male,1
48996,male,1
48997,female,0
48998,female,0
48999,female,0
49000,female,0
49001,male,1
49002,male,1
49003,male,1
49004,male,1
49005,female,0
49006,female,0
49007,female,0
49008,female,0
49009,male,1
49010,female,0
49011,male,1
49012,male,1
49013,female,0
49014,female,0
49015,female,0
49016,male,1
49017,male,1
49018,male,1
49019,female,0
49020,male,1
49021,female,0
49022,female,0
49023,male,1
49024,male,1
49025,male,1
49026,male,1
49027,female,0
49028,female,0
49029,male,1
49030,female,0
49031,male,1
49032,female,0
49033,male,1
49034,female,0
49035,female,0
49036,female,0
49037,male,1
49038,male,1
49039,female,0
49040,male,1
49041,male,1
49042,female,0
49043,female,0
49044,male,1
49045,male,1
49046,female,0
49047,male,1
49048,female,0
49049,male,1
49050,male,1
49051,female,0
49052,female,0
49053,male,1
49054,female,0
49055,male,1
49056,male,1
49057,female,0
49058,male,1
49059,male,1
49060,female,0
49061,female,0
49062,male,1
49063,female,0
49064,male,1
49065,female,0
49066,female,0
49067,male,1
49068,female,0
49069,female,0
49070,male,1
49071,female,0
49072,female,0
49073,male,1
49074,female,0
49075,male,1
49076,female,0
49077,female,0
49078,male,1
49079,female,0
49080,male,1
49081,male,1
49082,female,0
49083,male,1
49084,male,1
49085,female,0
49086,male,1
49087,female,0
49088,female,0
49089,male,1
49090,female,0
49091,female,0
49092,female,0
49093,male,1
49094,male,1
49095,male,1
49096,female,0
49097,female,0
49098,female,0
49099,female,0
49100,male,1
49101,female,0
49102,female,0
49103,female,0
49104,female,0
49105,female,0
49106,female,0
49107,female,0
49108,male,1
49109,male,1
49110,female,0
49111,female,0
49112,female,0
49113,male,1
49114,female,0
49115,male,1
49116,male,1
49117,female,0
49118,female,0
49119,male,1
49120,male,1
49121,female,0
49122,female,0
49123,female,0
49124,female,0
49125,female,0
49126,male,1
49127,male,1
49128,male,1
49129,male,1
49130,male,1
49131,male,1
49132,female,0
49133,female,0
49134,female,0
49135,male,1
49136,female,0
49137,female,0
49138,female,0
49139,male,1
49140,female,0
49141,male,1
49142,female,0
49143,female,0
49144,female,0
49145,female,0
49146,female,0
49147,female,0
49148,female,0
49149,male,1
49150,female,0
49151,male,1
49152,female,0
49153,female,0
49154,female,0
49155,male,1
49156,female,0
49157,male,1
49158,female,0
49159,female,0
49160,female,0
49161,female,0
49162,male,1
49163,male,1
49164,female,0
49165,female,0
49166,female,0
49167,male,1
49168,female,0
49169,female,0
49170,male,1
49171,female,0
49172,female,0
49173,female,0
49174,female,0
49175,female,0
49176,female,0
49177,male,1
49178,male,1
49179,male,1
49180,male,1
49181,male,1
49182,female,0
49183,female,0
49184,female,0
49185,female,0
49186,female,0
49187,male,1
49188,male,1
49189,female,0
49190,male,1
49191,male,1
49192,female,0
49193,male,1
49194,male,1
49195,female,0
49196,female,0
49197,male,1
49198,female,0
49199,female,0
49200,female,0
49201,male,1
49202,male,1
49203,male,1
49204,female,0
49205,male,1
49206,female,0
49207,male,1
49208,female,0
49209,female,0
49210,male,1
49211,female,0
49212,female,0
49213,female,0
49214,female,0
49215,male,1
49216,female,0
49217,female,0
49218,male,1
49219,male,1
49220,female,0
49221,male,1
49222,female,0
49223,female,0
49224,female,0
49225,female,0
49226,female,0
49227,male,1
49228,female,0
49229,female,0
49230,male,1
49231,female,0
49232,female,0
49233,female,0
49234,female,0
49235,female,0
49236,female,0
49237,female,0
49238,female,0
49239,female,0
49240,female,0
49241,female,0
49242,female,0
49243,female,0
49244,female,0
49245,female,0
49246,male,1
49247,female,0
49248,female,0
49249,female,0
49250,female,0
49251,female,0
49252,female,0
49253,female,0
49254,male,1
49255,female,0
49256,female,0
49257,female,0
49258,female,0
49259,male,1
49260,female,0
49261,female,0
49262,female,0
49263,female,0
49264,female,0
49265,female,0
49266,female,0
49267,male,1
49268,female,0
49269,female,0
49270,male,1
49271,male,1
49272,female,0
49273,female,0
49274,female,0
49275,male,1
49276,male,1
49277,female,0
49278,female,0
49279,female,0
49280,female,0
49281,female,0
49282,female,0
49283,female,0
49284,male,1
49285,male,1
49286,male,1
49287,female,0
49288,male,1
49289,female,0
49290,male,1
49291,female,0
49292,male,1
49293,male,1
49294,male,1
49295,male,1
49296,male,1
49297,male,1
49298,male,1
49299,male,1
49300,male,1
49301,female,0
49302,male,1
49303,male,1
49304,male,1
49305,male,1
49306,male,1
49307,male,1
49308,male,1
49309,male,1
49310,female,0
49311,male,1
49312,male,1
49313,female,0
49314,male,1
49315,male,1
49316,male,1
49317,male,1
49318,male,1
49319,male,1
49320,male,1
49321,female,0
49322,male,1
49323,female,0
49324,male,1
49325,male,1
49326,female,0
49327,male,1
49328,male,1
49329,female,0
49330,male,1
49331,male,1
49332,male,1
49333,male,1
49334,male,1
49335,male,1
49336,male,1
49337,female,0
49338,male,1
49339,female,0
49340,male,1
49341,female,0
49342,male,1
49343,male,1
49344,male,1
49345,male,1
49346,male,1
49347,male,1
49348,male,1
49349,male,1
49350,male,1
49351,male,1
49352,male,1
49353,male,1
49354,female,0
49355,male,1
49356,male,1
49357,male,1
49358,male,1
49359,male,1
49360,male,1
49361,male,1
49362,male,1
49363,male,1
49364,male,1
49365,male,1
49366,male,1
49367,male,1
49368,male,1
49369,female,0
49370,female,0
49371,male,1
49372,male,1
49373,male,1
49374,male,1
49375,male,1
49376,male,1
49377,female,0
49378,female,0
49379,female,0
49380,male,1
49381,male,1
49382,male,1
49383,male,1
49384,female,0
49385,male,1
49386,male,1
49387,male,1
49388,male,1
49389,male,1
49390,male,1
49391,male,1
49392,male,1
49393,male,1
49394,male,1
49395,male,1
49396,male,1
49397,male,1
49398,male,1
49399,female,0
49400,male,1
49401,male,1
49402,female,0
49403,female,0
49404,female,0
49405,male,1
49406,male,1
49407,male,1
49408,male,1
49409,male,1
49410,female,0
49411,male,1
49412,male,1
49413,female,0
49414,male,1
49415,female,0
49416,female,0
49417,male,1
49418,male,1
49419,male,1
49420,female,0
49421,male,1
49422,male,1
49423,male,1
49424,male,1
49425,male,1
49426,male,1
49427,male,1
49428,male,1
49429,male,1
49430,male,1
49431,female,0
49432,male,1
49433,male,1
49434,male,1
49435,male,1
49436,male,1
49437,male,1
49438,male,1
49439,male,1
49440,male,1
49441,male,1
49442,male,1
49443,female,0
49444,male,1
49445,female,0
49446,male,1
49447,male,1
49448,female,0
49449,male,1
49450,female,0
49451,male,1
49452,male,1
49453,male,1
49454,male,1
49455,male,1
49456,female,0
49457,male,1
49458,male,1
49459,male,1
49460,female,0
49461,male,1
49462,male,1
49463,male,1
49464,male,1
49465,male,1
49466,female,0
49467,female,0
49468,male,1
49469,male,1
49470,female,0
49471,female,0
49472,female,0
49473,male,1
49474,male,1
49475,male,1
49476,male,1
49477,female,0
49478,female,0
49479,male,1
49480,male,1
49481,male,1
49482,male,1
49483,male,1
49484,female,0
49485,female,0
49486,female,0
49487,female,0
49488,male,1
49489,male,1
49490,male,1
49491,male,1
49492,male,1
49493,male,1
49494,male,1
49495,female,0
49496,female,0
49497,male,1
49498,male,1
49499,female,0
49500,male,1
49501,male,1
49502,female,0
49503,male,1
49504,male,1
49505,male,1
49506,male,1
49507,male,1
49508,male,1
49509,female,0
49510,male,1
49511,male,1
49512,male,1
49513,male,1
49514,male,1
49515,male,1
49516,male,1
49517,male,1
49518,female,0
49519,male,1
49520,male,1
49521,male,1
49522,male,1
49523,male,1
49524,female,0
49525,male,1
49526,male,1
49527,female,0
49528,female,0
49529,female,0
49530,male,1
49531,female,0
49532,male,1
49533,male,1
49534,male,1
49535,male,1
49536,male,1
49537,male,1
49538,male,1
49539,female,0
49540,female,0
49541,female,0
49542,male,1
49543,male,1
49544,female,0
49545,male,1
49546,female,0
49547,female,0
49548,male,1
49549,male,1
49550,male,1
49551,male,1
49552,male,1
49553,male,1
49554,female,0
49555,female,0
49556,female,0
49557,male,1
49558,male,1
49559,male,1
49560,male,1
49561,female,0
49562,male,1
49563,male,1
49564,male,1
49565,male,1
49566,male,1
49567,female,0
49568,female,0
49569,female,0
49570,male,1
49571,male,1
49572,male,1
49573,male,1
49574,male,1
49575,female,0
49576,male,1
49577,male,1
49578,male,1
49579,female,0
49580,female,0
49581,male,1
49582,male,1
49583,female,0
49584,male,1
49585,female,0
49586,female,0
49587,male,1
49588,male,1
49589,male,1
49590,male,1
49591,male,1
49592,male,1
49593,male,1
49594,male,1
49595,male,1
49596,male,1
49597,female,0
49598,male,1
49599,male,1
49600,male,1
49601,male,1
49602,female,0
49603,female,0
49604,female,0
49605,male,1
49606,male,1
49607,male,1
49608,male,1
49609,male,1
49610,male,1
49611,male,1
49612,male,1
49613,male,1
49614,male,1
49615,male,1
49616,female,0
49617,male,1
49618,male,1
49619,female,0
49620,male,1
49621,male,1
49622,male,1
49623,male,1
49624,male,1
49625,male,1
49626,male,1
49627,female,0
49628,female,0
49629,male,1
49630,male,1
49631,male,1
49632,female,0
49633,male,1
49634,female,0
49635,female,0
49636,male,1
49637,male,1
49638,male,1
49639,female,0
49640,female,0
49641,male,1
49642,male,1
49643,male,1
49644,male,1
49645,male,1
49646,male,1
49647,male,1
49648,male,1
49649,male,1
49650,male,1
49651,male,1
49652,female,0
49653,female,0
49654,female,0
49655,male,1
49656,male,1
49657,male,1
49658,male,1
49659,male,1
49660,male,1
49661,male,1
49662,female,0
49663,male,1
49664,male,1
49665,male,1
49666,male,1
49667,male,1
49668,male,1
49669,male,1
49670,male,1
49671,male,1
49672,male,1
49673,male,1
49674,female,0
49675,male,1
49676,male,1
49677,female,0
49678,female,0
49679,female,0
49680,female,0
49681,male,1
49682,male,1
49683,female,0
49684,male,1
49685,male,1
49686,male,1
49687,male,1
49688,female,0
49689,male,1
49690,male,1
49691,male,1
49692,male,1
49693,male,1
49694,male,1
49695,male,1
49696,male,1
49697,male,1
49698,female,0
49699,male,1
49700,female,0
49701,female,0
49702,male,1
49703,female,0
49704,male,1
49705,male,1
49706,male,1
49707,female,0
49708,female,0
49709,female,0
49710,male,1
49711,male,1
49712,female,0
49713,male,1
49714,male,1
49715,male,1
49716,male,1
49717,female,0
49718,female,0
49719,male,1
49720,female,0
49721,male,1
49722,female,0
49723,female,0
49724,male,1
49725,male,1
49726,male,1
49727,female,0
49728,female,0
49729,female,0
49730,male,1
49731,male,1
49732,male,1
49733,male,1
49734,male,1
49735,female,0
49736,female,0
49737,female,0
49738,male,1
49739,female,0
49740,male,1
49741,male,1
49742,male,1
49743,female,0
49744,male,1
49745,male,1
49746,male,1
49747,male,1
49748,male,1
49749,female,0
49750,male,1
49751,female,0
49752,male,1
49753,male,1
49754,male,1
49755,male,1
49756,male,1
49757,male,1
49758,male,1
49759,male,1
49760,male,1
49761,male,1
49762,male,1
49763,male,1
49764,male,1
49765,male,1
49766,male,1
49767,male,1
49768,male,1
49769,male,1
49770,female,0
49771,male,1
49772,male,1
49773,female,0
49774,male,1
49775,female,0
49776,female,0
49777,female,0
49778,male,1
49779,female,0
49780,male,1
49781,male,1
49782,male,1
49783,female,0
49784,male,1
49785,male,1
49786,female,0
49787,female,0
49788,male,1
49789,male,1
49790,female,0
49791,male,1
49792,male,1
49793,male,1
49794,male,1
49795,male,1
49796,male,1
49797,female,0
49798,male,1
49799,male,1
49800,male,1
49801,female,0
49802,male,1
49803,female,0
49804,male,1
49805,male,1
49806,male,1
49807,male,1
49808,male,1
49809,male,1
49810,male,1
49811,male,1
49812,female,0
49813,male,1
49814,male,1
49815,female,0
49816,male,1
49817,male,1
49818,female,0
49819,female,0
49820,female,0
49821,male,1
49822,female,0
49823,male,1
49824,female,0
49825,male,1
49826,male,1
49827,female,0
49828,female,0
49829,female,0
49830,male,1
49831,female,0
49832,male,1
49833,male,1
49834,male,1
49835,female,0
49836,female,0
49837,female,0
49838,male,1
49839,male,1
49840,female,0
49841,male,1
49842,male,1
49843,male,1
49844,female,0
49845,male,1
49846,female,0
49847,female,0
49848,male,1
49849,female,0
49850,female,0
49851,female,0
49852,male,1
49853,female,0
49854,male,1
49855,female,0
49856,male,1
49857,female,0
49858,male,1
49859,male,1
49860,female,0
49861,female,0
49862,male,1
49863,male,1
49864,male,1
49865,male,1
49866,male,1
49867,male,1
49868,male,1
49869,male,1
49870,female,0
49871,male,1
49872,female,0
49873,male,1
49874,male,1
49875,male,1
49876,male,1
49877,female,0
49878,male,1
49879,male,1
49880,male,1
49881,male,1
49882,male,1
49883,male,1
49884,female,0
49885,female,0
49886,female,0
49887,female,0
49888,male,1
49889,male,1
49890,female,0
49891,female,0
49892,female,0
49893,male,1
49894,male,1
49895,male,1
49896,female,0
49897,male,1
49898,female,0
49899,female,0
49900,female,0
49901,female,0
49902,female,0
49903,female,0
49904,male,1
49905,female,0
49906,female,0
49907,male,1
49908,female,0
49909,female,0
49910,female,0
49911,male,1
49912,male,1
49913,male,1
49914,male,1
49915,female,0
49916,female,0
49917,male,1
49918,female,0
49919,male,1
49920,male,1
49921,male,1
49922,female,0
49923,male,1
49924,female,0
49925,female,0
49926,female,0
49927,female,0
49928,female,0
49929,male,1
49930,male,1
49931,male,1
49932,male,1
49933,female,0
49934,female,0
49935,female,0
49936,female,0
49937,male,1
49938,female,0
49939,male,1
49940,female,0
49941,male,1
49942,female,0
49943,male,1
49944,female,0
49945,female,0
49946,female,0
49947,male,1
49948,male,1
49949,male,1
49950,female,0
49951,male,1
49952,male,1
49953,female,0
49954,male,1
49955,male,1
49956,female,0
49957,female,0
49958,female,0
49959,male,1
49960,male,1
49961,male,1
49962,female,0
49963,male,1
49964,female,0
49965,female,0
49966,female,0
49967,female,0
49968,male,1
49969,female,0
49970,female,0
49971,male,1
49972,female,0
49973,male,1
49974,female,0
49975,female,0
49976,male,1
49977,female,0
49978,male,1
49979,male,1
49980,male,1
49981,female,0
49982,female,0
49983,female,0
49984,male,1
49985,male,1
49986,male,1
49987,female,0
49988,female,0
49989,female,0
49990,female,0
49991,male,1
49992,female,0
49993,male,1
49994,female,0
49995,female,0
49996,male,1
49997,female,0
49998,male,1
49999,male,1
50000,female,0
50001,female,0
50002,male,1
50003,male,1
50004,female,0
50005,female,0
50006,female,0
50007,female,0
50008,female,0
50009,female,0
50010,male,1
50011,female,0
50012,female,0
50013,male,1
50014,male,1
50015,male,1
50016,female,0
50017,male,1
50018,male,1
50019,male,1
50020,female,0
50021,male,1
50022,male,1
50023,female,0
50024,female,0
50025,female,0
50026,female,0
50027,female,0
50028,female,0
50029,female,0
50030,male,1
50031,female,0
50032,female,0
50033,female,0
50034,male,1
50035,male,1
50036,female,0
50037,female,0
50038,female,0
50039,female,0
50040,male,1
50041,female,0
50042,female,0
50043,female,0
50044,male,1
50045,female,0
50046,female,0
50047,female,0
50048,male,1
50049,male,1
50050,male,1
50051,male,1
50052,female,0
50053,female,0
50054,male,1
50055,female,0
50056,male,1
50057,male,1
50058,male,1
50059,male,1
50060,male,1
50061,male,1
50062,female,0
50063,female,0
50064,male,1
50065,male,1
50066,female,0
50067,male,1
50068,male,1
50069,female,0
50070,female,0
50071,female,0
50072,female,0
50073,male,1
50074,male,1
50075,female,0
